nom	g	h	b	tw	tf	r1	r2	A	hi	d	phi	pmin	pmax	AL	AG	iiy	Wely	Wply	iy	Avz	iiz	Welz	Wplz	iz	ss	It	Iw	vy	vyp	vz	vzp	vty	vtz	x1	y1	x2	y2	x3	y3	x4	y4	x5	y5	x6	y6	x7	y7	x8	y8	x9	y9	x10	y10	x11	y11	x12	y12
IAO 260	50	0,26	0,079	0,02	-1	-1	-1	0,006369	-1	-1	-1	-1	-1	-1	-1	5,15826E-005	0,000396789	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0,0395	0,0395	0,13	0,13	0	0	-0,0395	-0,13	0,0395	-0,13	0,0395	-0,09	0,01	-0,09	0,01	0,09	0,0395	0,09	0,0395	0,13	-0,0395	0,13	-0,0395	0,09	-0,01	0,09	-0,01	-0,09	-0,0395	-0,09
ILA 80	7,9	0,08	0,055	0,0035	-1	-1	-1	0,001001	-1	-1	-1	-1	-1	-1	-1	0,000001113	0,00002782	-1	-1	-1	0,000000194	0,00000707	-1	-1	-1	-1	-1	0,0275	0,0275	0,04	0,04	0	0	-0,0275	-0,04	0,0275	-0,04	0,0275	-0,033	0,00175	-0,033	0,00175	0,033	0,0275	0,033	0,0275	0,04	-0,0275	0,04	-0,0275	0,033	-0,00175	0,033	-0,00175	-0,033	-0,0275	-0,033
ILA 80	10,5	0,08	0,06	0,0085	-1	-1	-1	0,001338	-1	-1	-1	-1	-1	-1	-1	1,3288E-006	0,00003322	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0,03	0,03	0,04	0,04	0	0	-0,03	-0,04	0,03	-0,04	0,03	-0,023	0,00425	-0,023	0,00425	0,023	0,03	0,023	0,03	0,04	-0,03	0,04	-0,03	0,023	-0,00425	0,023	-0,00425	-0,023	-0,03	-0,023
ILA 100	10	0,1	0,06	0,004	-1	-1	-1	0,001268	-1	-1	-1	-1	-1	-1	-1	0,000002184	0,00004368	-1	-1	-1	0,000000279	0,00000932	-1	-1	-1	-1	-1	0,03	0,03	0,05	0,05	0	0	-0,03	-0,05	0,03	-0,05	0,03	-0,042	0,002	-0,042	0,002	0,042	0,03	0,042	0,03	0,05	-0,03	0,05	-0,03	0,042	-0,002	0,042	-0,002	-0,042	-0,03	-0,042
ILA 100	10	0,1	0,06	0,004	-1	-1	-1	0,001274	-1	-1	-1	-1	-1	-1	-1	2,3402E-006	0,000046804	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0,03	0,03	0,05	0,05	0	0	-0,03	-0,05	0,03	-0,05	0,03	-0,042	0,002	-0,042	0,002	0,042	0,03	0,042	0,03	0,05	-0,03	0,05	-0,03	0,042	-0,002	0,042	-0,002	-0,042	-0,03	-0,042
ILA 100	10,3	0,1	0,06	-1	-1	-1	-1	0,001312	-1	-1	-1	-1	-1	-1	-1	1,7667E-006	0,00003533	-1	-1	-1	2,025E-007	0,00000675	-1	-1	-1	-1	-1	0,03	0,03	0,05	0,05	0	0	-0,03	-0,05	0,03	-0,05	0,03	-0,042	0,002	-0,042	0,002	0,042	0,03	0,042	0,03	0,05	-0,03	0,05	-0,03	0,042	-0,002	0,042	-0,002	-0,042	-0,03	-0,042
ILA 100	13,5	0,1	0,064	-1	-1	-1	-1	0,00173	-1	-1	-1	-1	-1	-1	-1	2,0917E-006	0,00004183	-1	-1	-1	2,355E-007	0,00000736	-1	-1	-1	-1	-1	0,032	0,032	0,05	0,05	0	0	-0,032	-0,05	0,032	-0,05	0,032	-0,032	0,0045	-0,032	0,0045	0,032	0,032	0,032	0,032	0,05	-0,032	0,05	-0,032	0,032	-0,0045	0,032	-0,0045	-0,032	-0,032	-0,032
ILA 100	14	0,1	0,065	0,009	-1	-1	-1	0,001783	-1	-1	-1	-1	-1	-1	-1	2,74265E-006	0,000054853	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0,0325	0,0325	0,05	0,05	0	0	-0,0325	-0,05	0,0325	-0,05	0,0325	-0,032	0,0045	-0,032	0,0045	0,032	0,0325	0,032	0,0325	0,05	-0,0325	0,05	-0,0325	0,032	-0,0045	0,032	-0,0045	-0,032	-0,0325	-0,032
ILA 120	14	0,12	0,07	0,005	-1	-1	-1	0,00177	-1	-1	-1	-1	-1	-1	-1	0,000004332	0,0000722	-1	-1	-1	0,000000515	0,00001473	-1	-1	-1	-1	-1	0,035	0,035	0,06	0,06	0	0	-0,035	-0,06	0,035	-0,06	0,035	-0,05	0,0025	-0,05	0,0025	0,05	0,035	0,05	0,035	0,06	-0,035	0,06	-0,035	0,05	-0,0025	0,05	-0,0025	-0,05	-0,035	-0,05
ILA 120	16	0,12	0,07	0,007	-1	-1	-1	0,002038	-1	-1	-1	-1	-1	-1	-1	5,05176E-006	0,000084196	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0,035	0,035	0,06	0,06	0	0	-0,035	-0,06	0,035	-0,06	0,035	-0,046	0,0035	-0,046	0,0035	0,046	0,035	0,046	0,035	0,06	-0,035	0,06	-0,035	0,046	-0,0035	0,046	-0,0035	-0,046	-0,035	-0,046
ILA 120	13,5	0,12	0,07	-1	-1	-1	-1	0,00173	-1	-1	-1	-1	-1	-1	-1	0,000003876	0,0000646	-1	-1	-1	3,593E-007	0,00001027	-1	-1	-1	-1	-1	0,035	0,035	0,06	0,06	0	0	-0,035	-0,06	0,035	-0,06	0,035	-0,046	0,0035	-0,046	0,0035	0,046	0,035	0,046	0,035	0,06	-0,035	0,06	-0,035	0,046	-0,0035	0,046	-0,0035	-0,046	-0,035	-0,046
ILA 120	17,3	0,12	0,074	-1	-1	-1	-1	0,00222	-1	-1	-1	-1	-1	-1	-1	0,000004356	0,0000726	-1	-1	-1	5,613E-007	0,00001517	-1	-1	-1	-1	-1	0,037	0,037	0,06	0,06	0	0	-0,037	-0,06	0,037	-0,06	0,037	-0,032	0,007	-0,032	0,007	0,032	0,037	0,032	0,037	0,06	-0,037	0,06	-0,037	0,032	-0,007	0,032	-0,007	-0,032	-0,037	-0,032
ILA 120	22,5	0,12	0,077	0,014	-1	-1	-1	0,002866	-1	-1	-1	-1	-1	-1	-1	6,13536E-006	0,000102256	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0,0385	0,0385	0,06	0,06	0	0	-0,0385	-0,06	0,0385	-0,06	0,0385	-0,032	0,007	-0,032	0,007	0,032	0,0385	0,032	0,0385	0,06	-0,0385	0,06	-0,0385	0,032	-0,007	0,032	-0,007	-0,032	-0,0385	-0,032
ILA 140	18	0,14	0,08	0,006	-1	-1	-1	0,00232	-1	-1	-1	-1	-1	-1	-1	0,000007637	0,0001091	-1	-1	-1	0,000000855	0,00002139	-1	-1	-1	-1	-1	0,04	0,04	0,07	0,07	0	0	-0,04	-0,07	0,04	-0,07	0,04	-0,058	0,003	-0,058	0,003	0,058	0,04	0,058	0,04	0,07	-0,04	0,07	-0,04	0,058	-0,003	0,058	-0,003	-0,058	-0,04	-0,058
ILA 140	22,24	0,14	0,08	0,008	-1	-1	-1	0,002833	-1	-1	-1	-1	-1	-1	-1	9,56354E-006	0,000136622	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0,04	0,04	0,07	0,07	0	0	-0,04	-0,07	0,04	-0,07	0,04	-0,054	0,004	-0,054	0,004	0,054	0,04	0,054	0,04	0,07	-0,04	0,07	-0,04	0,054	-0,004	0,054	-0,004	-0,054	-0,04	-0,054
ILA 140	18	0,14	0,08	-1	-1	-1	-1	0,00231	-1	-1	-1	-1	-1	-1	-1	6,9743E-006	0,00009963	-1	-1	-1	0,000000592	0,0000148	-1	-1	-1	-1	-1	0,04	0,04	0,07	0,07	0	0	-0,04	-0,07	0,04	-0,07	0,04	-0,058	0,003	-0,058	0,003	0,058	0,04	0,058	0,04	0,07	-0,04	0,07	-0,04	0,058	-0,003	0,058	-0,003	-0,058	-0,04	-0,058
ILA 140	26,52	0,14	0,084	0,012	-1	-1	-1	0,003378	-1	-1	-1	-1	-1	-1	-1	1,01549E-005	0,00014507	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0,042	0,042	0,07	0,07	0	0	-0,042	-0,07	0,042	-0,07	0,042	-0,046	0,006	-0,046	0,006	0,046	0,042	0,046	0,042	0,07	-0,042	0,07	-0,042	0,046	-0,006	0,046	-0,006	-0,046	-0,042	-0,046
ILA 140	22,3	0,14	0,084	-1	-1	-1	-1	0,00287	-1	-1	-1	-1	-1	-1	-1	7,8073E-006	0,00011153	-1	-1	-1	6,938E-007	0,00001652	-1	-1	-1	-1	-1	0,042	0,042	0,07	0,07	0	0	-0,042	-0,07	0,042	-0,07	0,042	-0,055	0,00375	-0,055	0,00375	0,055	0,042	0,055	0,042	0,07	-0,042	0,07	-0,042	0,055	-0,00375	0,055	-0,00375	-0,055	-0,042	-0,055
ILA 160	22,5	0,16	0,08	0,0075	-1	-1	-1	0,002868	-1	-1	-1	-1	-1	-1	-1	0,000011771	0,00014714	-1	-1	-1	0,000000986	0,00002465	-1	-1	-1	-1	-1	0,04	0,04	0,08	0,08	0	0	-0,04	-0,08	0,04	-0,08	0,04	-0,065	0,00375	-0,065	0,00375	0,065	0,04	0,065	0,04	0,08	-0,04	0,08	-0,04	0,065	-0,00375	0,065	-0,00375	-0,065	-0,04	-0,065
ILA 160	22	0,16	0,08	0,008	-1	-1	-1	0,002803	-1	-1	-1	-1	-1	-1	-1	1,19468E-005	0,000149335	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0,04	0,04	0,08	0,08	0	0	-0,04	-0,08	0,04	-0,08	0,04	-0,064	0,004	-0,064	0,004	0,064	0,04	0,064	0,04	0,08	-0,04	0,08	-0,04	0,064	-0,004	0,064	-0,004	-0,064	-0,04	-0,064
ILA 160	24,18	0,16	0,08	-1	-1	-1	-1	0,00288	-1	-1	-1	-1	-1	-1	-1	0,000010496	0,0001312	-1	-1	-1	8,907E-007	0,00002227	-1	-1	-1	-1	-1	0,04	0,04	0,08	0,08	0	0	-0,04	-0,08	0,04	-0,08	0,04	-0,064	0,004	-0,064	0,004	0,064	0,04	0,064	0,04	0,08	-0,04	0,08	-0,04	0,064	-0,004	0,064	-0,004	-0,064	-0,04	-0,064
ILA 160	27	0,16	0,084	0,012	-1	-1	-1	0,003439	-1	-1	-1	-1	-1	-1	-1	0,000013513	0,000168913	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0,042	0,042	0,08	0,08	0	0	-0,042	-0,08	0,042	-0,08	0,042	-0,056	0,006	-0,056	0,006	0,056	0,042	0,056	0,042	0,08	-0,042	0,08	-0,042	0,056	-0,006	0,056	-0,006	-0,056	-0,042	-0,056
ILA 160	27,5	0,16	0,084	-1	-1	-1	-1	0,00352	-1	-1	-1	-1	-1	-1	-1	0,000012672	0,0001584	-1	-1	-1	9,761E-007	0,00002324	-1	-1	-1	-1	-1	0,042	0,042	0,08	0,08	0	0	-0,042	-0,08	0,042	-0,08	0,042	-0,056	0,006	-0,056	0,006	0,056	0,042	0,056	0,042	0,08	-0,042	0,08	-0,042	0,056	-0,006	0,056	-0,006	-0,056	-0,042	-0,056
ILA 160	20,5	0,16	0,09	0,0065	-1	-1	-1	0,002543	-1	-1	-1	-1	-1	-1	-1	0,000010796	0,00013495	-1	-1	-1	0,000001097	0,00002437	-1	-1	-1	-1	-1	0,045	0,045	0,08	0,08	0	0	-0,045	-0,08	0,045	-0,08	0,045	-0,067	0,00325	-0,067	0,00325	0,067	0,045	0,067	0,045	0,08	-0,045	0,08	-0,045	0,067	-0,00325	0,067	-0,00325	-0,067	-0,045	-0,067
ILA 180	27,1	0,18	0,1	0,007	-1	-1	-1	0,003446	-1	-1	-1	-1	-1	-1	-1	0,000019609	0,00021788	-1	-1	-1	0,000001762	0,00003524	-1	-1	-1	-1	-1	0,05	0,05	0,09	0,09	0	0	-0,05	-0,09	0,05	-0,09	0,05	-0,076	0,0035	-0,076	0,0035	0,076	0,05	0,076	0,05	0,09	-0,05	0,09	-0,05	0,076	-0,0035	0,076	-0,0035	-0,076	-0,05	-0,076
ILA 180	29	0,18	0,1	0,008	-1	-1	-1	0,003694	-1	-1	-1	-1	-1	-1	-1	1,79667E-005	0,00019963	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0,05	0,05	0,09	0,09	0	0	-0,05	-0,09	0,05	-0,09	0,05	-0,074	0,004	-0,074	0,004	0,074	0,05	0,074	0,05	0,09	-0,05	0,09	-0,05	0,074	-0,004	0,074	-0,004	-0,074	-0,05	-0,074
ILA 180	34,5	0,18	0,104	0,012	-1	-1	-1	0,004395	-1	-1	-1	-1	-1	-1	-1	2,25045E-005	0,00025005	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0,052	0,052	0,09	0,09	0	0	-0,052	-0,09	0,052	-0,09	0,052	-0,066	0,006	-0,066	0,006	0,066	0,052	0,066	0,052	0,09	-0,052	0,09	-0,052	0,066	-0,006	0,066	-0,006	-0,066	-0,052	-0,066
ILA 200	29	0,2	0,1	0,008	-1	-1	-1	0,003808	-1	-1	-1	-1	-1	-1	-1	0,00002487	0,0002487	-1	-1	-1	0,000002007	0,00004015	-1	-1	-1	-1	-1	0,05	0,05	0,1	0,1	0	0	-0,05	-0,1	0,05	-0,1	0,05	-0,084	0,004	-0,084	0,004	0,084	0,05	0,084	0,05	0,1	-0,05	0,1	-0,05	0,084	-0,004	0,084	-0,004	-0,084	-0,05	-0,084
ILA 200	38	0,2	0,11	0,01	-1	-1	-1	0,004841	-1	-1	-1	-1	-1	-1	-1	0,000030686	0,00030686	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0,055	0,055	0,1	0,1	0	0	-0,055	-0,1	0,055	-0,1	0,055	-0,08	0,005	-0,08	0,005	0,08	0,055	0,08	0,055	0,1	-0,055	0,1	-0,055	0,08	-0,005	0,08	-0,005	-0,08	-0,055	-0,08
ILA 200	50	0,2	0,117	0,017	-1	-1	-1	0,006369	-1	-1	-1	-1	-1	-1	-1	3,42345E-005	0,000342345	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0,0585	0,0585	0,1	0,1	0	0	-0,0585	-0,1	0,0585	-0,1	0,0585	-0,066	0,0085	-0,066	0,0085	0,066	0,0585	0,066	0,0585	0,1	-0,0585	0,1	-0,0585	0,066	-0,0085	0,066	-0,0085	-0,066	-0,0585	-0,066
ILA 220	33,6	0,22	0,095	0,009	-1	-1	-1	0,00428	-1	-1	-1	-1	-1	-1	-1	3,45753E-005	0,000314321	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0,0475	0,0475	0,11	0,11	0	0	-0,0475	-0,11	0,0475	-0,11	0,0475	-0,092	0,0045	-0,092	0,0045	0,092	0,0475	0,092	0,0475	0,11	-0,0475	0,11	-0,0475	0,092	-0,0045	0,092	-0,0045	-0,092	-0,0475	-0,092
ILA 220	31,2	0,22	0,1	0,008	-1	-1	-1	0,003968	-1	-1	-1	-1	-1	-1	-1	0,000031007	0,00028188	-1	-1	-1	0,000002008	0,00004017	-1	-1	-1	-1	-1	0,05	0,05	0,11	0,11	0	0	-0,05	-0,11	0,05	-0,11	0,05	-0,094	0,004	-0,094	0,004	0,094	0,05	0,094	0,05	0,11	-0,05	0,11	-0,05	0,094	-0,004	0,094	-0,004	-0,094	-0,05	-0,094
ILA 220	40,5	0,22	0,1	0,014	-1	-1	-1	0,005159	-1	-1	-1	-1	-1	-1	-1	3,80902E-005	0,000346275	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0,05	0,05	0,11	0,11	0	0	-0,05	-0,11	0,05	-0,11	0,05	-0,082	0,007	-0,082	0,007	0,082	0,05	0,082	0,05	0,11	-0,05	0,11	-0,05	0,082	-0,007	0,082	-0,007	-0,082	-0,05	-0,082
ILA 220	31,5	0,22	0,11	0,0075	-1	-1	-1	0,004008	-1	-1	-1	-1	-1	-1	-1	0,000032302	0,00029366	-1	-1	-1	0,000002553	0,00004651	-1	-1	-1	-1	-1	0,055	0,055	0,11	0,11	0	0	-0,055	-0,11	0,055	-0,11	0,055	-0,095	0,00375	-0,095	0,00375	0,095	0,055	0,095	0,055	0,11	-0,055	0,11	-0,055	0,095	-0,00375	0,095	-0,00375	-0,095	-0,055	-0,095
ILA 250	37	0,25	0,11	0,008	-1	-1	-1	0,004601	-1	-1	-1	-1	-1	-1	-1	0,000047053	0,00037642	-1	-1	-1	0,000002838	0,0000516	-1	-1	-1	-1	-1	0,055	0,055	0,125	0,125	0	0	-0,055	-0,125	0,055	-0,125	0,055	-0,109	0,004	-0,109	0,004	0,109	0,055	0,109	0,055	0,125	-0,055	0,125	-0,055	0,109	-0,004	0,109	-0,004	-0,109	-0,055	-0,109
ILA 260	43	0,26	0,117	0,009	-1	-1	-1	0,005478	-1	-1	-1	-1	-1	-1	-1	6,30747E-005	0,00048519	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0,0585	0,0585	0,13	0,13	0	0	-0,0585	-0,13	0,0585	-0,13	0,0585	-0,112	0,0045	-0,112	0,0045	0,112	0,0585	0,112	0,0585	0,13	-0,0585	0,13	-0,0585	0,112	-0,0045	0,112	-0,0045	-0,112	-0,0585	-0,112
ILA 260	46	0,26	0,118	0,009	-1	-1	-1	0,005828	-1	-1	-1	-1	-1	-1	-1	0,000065172	0,00050132	-1	-1	-1	0,000004395	0,0000745	-1	-1	-1	-1	-1	0,059	0,059	0,13	0,13	0	0	-0,059	-0,13	0,059	-0,13	0,059	-0,112	0,0045	-0,112	0,0045	0,112	0,059	0,112	0,059	0,13	-0,059	0,13	-0,059	0,112	-0,0045	0,112	-0,0045	-0,112	-0,059	-0,112
ILA 260	51	0,26	0,122	0,014	-1	-1	-1	0,006497	-1	-1	-1	-1	-1	-1	-1	0,00006968	0,000536	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0,061	0,061	0,13	0,13	0	0	-0,061	-0,13	0,061	-0,13	0,061	-0,102	0,007	-0,102	0,007	0,102	0,061	0,102	0,061	0,13	-0,061	0,13	-0,061	0,102	-0,007	0,102	-0,007	-0,102	-0,061	-0,102
ILA 300	65	0,3	0,12	0,012	-1	-1	-1	0,00828	-1	-1	-1	-1	-1	-1	-1	0,000109821	0,000732142	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0,06	0,06	0,15	0,15	0	0	-0,06	-0,15	0,06	-0,15	0,06	-0,126	0,006	-0,126	0,006	0,126	0,06	0,126	0,06	0,15	-0,06	0,15	-0,06	0,126	-0,006	0,126	-0,006	-0,126	-0,06	-0,126
ILA 300	50,2	0,3	0,13	0,01	-1	-1	-1	0,00636	-1	-1	-1	-1	-1	-1	-1	0,000091253	0,00060842	-1	-1	-1	0,000005149	0,00007922	-1	-1	-1	-1	-1	0,065	0,065	0,15	0,15	0	0	-0,065	-0,15	0,065	-0,15	0,065	-0,13	0,005	-0,13	0,005	0,13	0,065	0,13	0,065	0,15	-0,065	0,15	-0,065	0,13	-0,005	0,13	-0,005	-0,13	-0,065	-0,13
ILA 350	68,4	0,35	0,14	0,011	-1	-1	-1	0,008494	-1	-1	-1	-1	-1	-1	-1	0,000167397	0,00095655	-1	-1	-1	0,000008267	0,0001181	-1	-1	-1	-1	-1	0,07	0,07	0,175	0,175	0	0	-0,07	-0,175	0,07	-0,175	0,07	-0,153	0,0055	-0,153	0,0055	0,153	0,07	0,153	0,07	0,175	-0,07	0,175	-0,07	0,153	-0,0055	0,153	-0,0055	-0,153	-0,07	-0,153
ILA 400	87,6	0,4064	0,1514	0,013	-1	-1	-1	0,011234	-1	-1	-1	-1	-1	-1	-1	0,000296672	0,00146	-1	-1	-1	0,000010495	0,000139	-1	-1	-1	-1	-1	0,0757	0,0757	0,2032	0,2032	0	0	-0,0757	-0,2032	0,0757	-0,2032	0,0757	-0,1772	0,0065	-0,1772	0,0065	0,1772	0,0757	0,1772	0,0757	0,2032	-0,0757	0,2032	-0,0757	0,1772	-0,0065	0,1772	-0,0065	-0,1772	-0,0757	-0,1772
ILA 450	106,5	0,4572	0,1768	0,013	-1	-1	-1	0,013724	-1	-1	-1	-1	-1	-1	-1	0,000469316	0,002053	-1	-1	-1	0,000018829	0,000213	-1	-1	-1	-1	-1	0,0884	0,0884	0,2286	0,2286	0	0	-0,0884	-0,2286	0,0884	-0,2286	0,0884	-0,2026	0,0065	-0,2026	0,0065	0,2026	0,0884	0,2026	0,0884	0,2286	-0,0884	0,2286	-0,0884	0,2026	-0,0065	0,2026	-0,0065	-0,2026	-0,0884	-0,2026
ILA 500	126,3	0,508	0,189	0,01425	-1	-1	-1	0,016204	-1	-1	-1	-1	-1	-1	-1	0,000697484	0,002746	-1	-1	-1	0,000026366	0,000279	-1	-1	-1	-1	-1	0,0945	0,0945	0,254	0,254	0	0	-0,0945	-0,254	0,0945	-0,254	0,0945	-0,2255	0,007125	-0,2255	0,007125	0,2255	0,0945	0,2255	0,0945	0,254	-0,0945	0,254	-0,0945	0,2255	-0,007125	0,2255	-0,007125	-0,2255	-0,0945	-0,2255
IPE 80	6	0,08	0,046	0,0038	0,0052	0,005	-1	0,000764	0,0696	0,0596	-1	-1	-1	0,328	54,64	0,000000801	0,00002	0,0000232	0,0324	0,000358	8,49E-008	0,00000369	0,0000058	0,0105	0,0201	0,000000007	1,2E-010	0,023	0,023	0,04	0,04	0	0	-0,023	-0,04	0,023	-0,04	0,023	-0,0348	0,0019	-0,0348	0,0019	0,0348	0,023	0,0348	0,023	0,04	-0,023	0,04	-0,023	0,0348	-0,0019	0,0348	-0,0019	-0,0348	-0,023	-0,0348
IPE 100	8,1	0,1	0,055	0,0041	0,0057	0,007	-1	0,00103	0,0886	0,0746	-1	-1	-1	0,4	49,33	0,00000171	0,0000342	0,0000394	0,0407	0,000508	0,000000159	0,00000579	0,0000092	0,0124	0,0237	0,000000012	3,5E-010	0,0275	0,0275	0,05	0,05	0	0	-0,0275	-0,05	0,0275	-0,05	0,0275	-0,0443	0,00205	-0,0443	0,00205	0,0443	0,0275	0,0443	0,0275	0,05	-0,0275	0,05	-0,0275	0,0443	-0,00205	0,0443	-0,00205	-0,0443	-0,0275	-0,0443
IPE 120	10,4	0,12	0,064	0,0044	0,0063	0,007	-1	0,00132	0,1074	0,0934	-1	-1	-1	0,475	45,82	0,00000318	0,000053	0,0000607	0,049	0,000631	0,000000277	0,00000865	0,0000136	0,0145	0,0252	1,74E-008	8,9E-010	0,032	0,032	0,06	0,06	0	0	-0,032	-0,06	0,032	-0,06	0,032	-0,0537	0,0022	-0,0537	0,0022	0,0537	0,032	0,0537	0,032	0,06	-0,032	0,06	-0,032	0,0537	-0,0022	0,0537	-0,0022	-0,0537	-0,032	-0,0537
IPE 140	12,9	0,14	0,073	0,0047	0,0069	0,007	-1	0,00164	0,1262	0,1122	-1	-1	-1	0,551	42,7	0,00000541	0,0000773	0,0000883	0,0574	0,000764	0,000000449	0,0000123	0,0000193	0,0165	0,0267	2,45E-008	0,000000002	0,0365	0,0365	0,07	0,07	0	0	-0,0365	-0,07	0,0365	-0,07	0,0365	-0,0631	0,00235	-0,0631	0,00235	0,0631	0,0365	0,0631	0,0365	0,07	-0,0365	0,07	-0,0365	0,0631	-0,00235	0,0631	-0,00235	-0,0631	-0,0365	-0,0631
IPE 160	15,8	0,16	0,082	0,005	0,0074	0,009	-1	0,00201	0,1452	0,1272	-1	-1	-1	0,623	39,47	0,00000869	0,000109	0,000124	0,0658	0,000966	0,000000683	0,0000167	0,0000261	0,0184	0,0303	0,000000036	0,000000004	0,041	0,041	0,08	0,08	0	0	-0,041	-0,08	0,041	-0,08	0,041	-0,0726	0,0025	-0,0726	0,0025	0,0726	0,041	0,0726	0,041	0,08	-0,041	0,08	-0,041	0,0726	-0,0025	0,0726	-0,0025	-0,0726	-0,041	-0,0726
IPE 180	18,8	0,18	0,091	0,0053	0,008	0,009	-1	0,00239	0,164	0,146	10	0,048	0,048	0,698	37,13	0,00001317	0,000146	0,000166	0,0742	0,00113	0,00000101	0,0000222	0,0000346	0,0205	0,0318	4,79E-008	7,43E-009	0,0455	0,0455	0,09	0,09	0	0	-0,0455	-0,09	0,0455	-0,09	0,0455	-0,082	0,00265	-0,082	0,00265	0,082	0,0455	0,082	0,0455	0,09	-0,0455	0,09	-0,0455	0,082	-0,00265	0,082	-0,00265	-0,082	-0,0455	-0,082
IPE 200	22,4	0,2	0,1	0,0056	0,0085	0,012	-1	0,00285	0,183	0,159	10	0,054	0,058	0,768	34,36	0,00001943	0,000194	0,000221	0,0826	0,0014	0,00000142	0,0000285	0,0000446	0,0224	0,0367	6,98E-008	0,000000013	0,05	0,05	0,1	0,1	0	0	-0,05	-0,1	0,05	-0,1	0,05	-0,0915	0,0028	-0,0915	0,0028	0,0915	0,05	0,0915	0,05	0,1	-0,05	0,1	-0,05	0,0915	-0,0028	0,0915	-0,0028	-0,0915	-0,05	-0,0915
IPE 220	26,2	0,22	0,11	0,0059	0,0092	0,012	-1	0,00334	0,2016	0,1776	12	0,06	0,062	0,848	32,36	0,00002772	0,000252	0,000285	0,0911	0,00159	0,00000205	0,0000373	0,0000581	0,0248	0,0384	9,07E-008	2,27E-008	0,055	0,055	0,11	0,11	0	0	-0,055	-0,11	0,055	-0,11	0,055	-0,1008	0,00295	-0,1008	0,00295	0,1008	0,055	0,1008	0,055	0,11	-0,055	0,11	-0,055	0,1008	-0,00295	0,1008	-0,00295	-0,1008	-0,055	-0,1008
IPE 240	30,7	0,24	0,12	0,0062	0,0098	0,015	-1	0,00391	0,2204	0,1904	12	0,066	0,068	0,922	30,02	0,00003892	0,000324	0,000367	0,0997	0,00191	0,00000284	0,0000473	0,0000739	0,0269	0,0434	0,000000129	3,74E-008	0,06	0,06	0,12	0,12	0	0	-0,06	-0,12	0,06	-0,12	0,06	-0,1102	0,0031	-0,1102	0,0031	0,1102	0,06	0,1102	0,06	0,12	-0,06	0,12	-0,06	0,1102	-0,0031	0,1102	-0,0031	-0,1102	-0,06	-0,1102
IPE 270	36,1	0,27	0,135	0,0066	0,0102	0,015	-1	0,00459	0,2496	0,2196	16	0,072	0,072	1,041	28,86	0,0000579	0,000429	0,000484	0,112	0,00221	0,0000042	0,0000622	0,000097	0,0302	0,0446	0,000000159	7,06E-008	0,0675	0,0675	0,135	0,135	0	0	-0,0675	-0,135	0,0675	-0,135	0,0675	-0,1248	0,0033	-0,1248	0,0033	0,1248	0,0675	0,1248	0,0675	0,135	-0,0675	0,135	-0,0675	0,1248	-0,0033	0,1248	-0,0033	-0,1248	-0,0675	-0,1248
IPE 300	42,2	0,3	0,15	0,0071	0,0107	0,015	-1	0,00538	0,2786	0,2486	16	0,072	0,086	1,16	27,46	0,00008356	0,000557	0,000628	0,125	0,00257	0,00000604	0,0000805	0,000125	0,0335	0,0461	0,000000201	0,000000126	0,075	0,075	0,15	0,15	0	0	-0,075	-0,15	0,075	-0,15	0,075	-0,1393	0,00355	-0,1393	0,00355	0,1393	0,075	0,1393	0,075	0,15	-0,075	0,15	-0,075	0,1393	-0,00355	0,1393	-0,00355	-0,1393	-0,075	-0,1393
IPE 330	49,1	0,33	0,16	0,0075	0,0115	0,018	-1	0,00626	0,307	0,271	16	0,078	0,096	1,254	25,52	0,0001177	0,000713	0,000804	0,137	0,00308	0,00000788	0,0000985	0,000154	0,0355	0,0516	0,000000282	0,000000199	0,08	0,08	0,165	0,165	0	0	-0,08	-0,165	0,08	-0,165	0,08	-0,1535	0,00375	-0,1535	0,00375	0,1535	0,08	0,1535	0,08	0,165	-0,08	0,165	-0,08	0,1535	-0,00375	0,1535	-0,00375	-0,1535	-0,08	-0,1535
